Drug,Cell,Label
Selumetinib,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Sensitivity
Selumetinib,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Resistance
Selumetinib,DKMG_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,DMS114_LUNG,Resistance
Selumetinib,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,DU145_PROSTATE,Resistance
Selumetinib,DV90_LUNG,Sensitivity
Selumetinib,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,EBC1_LUNG,Sensitivity
Selumetinib,EFE184_ENDOMETRIUM,Resistance
Selumetinib,EFM19_BREAST,Resistance
Selumetinib,EFO21_OVARY,Resistance
Selumetinib,EFO27_OVARY,Resistance
Selumetinib,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,EN_ENDOMETRIUM,Resistance
Selumetinib,ES2_OVARY,Sensitivity
Selumetinib,ESS1_ENDOMETRIUM,Resistance
Selumetinib,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,FADU_UPPER_AERODIGESTIVE_TRACT,Resistance
Selumetinib,FU97_STOMACH,Resistance
Selumetinib,FUOV1_OVARY,Resistance
Selumetinib,G361_SKIN,Sensitivity
Selumetinib,G401_SOFT_TISSUE,Resistance
Selumetinib,G402_SOFT_TISSUE,Resistance
Selumetinib,GAMG_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,GB1_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,GCIY_STOMACH,Resistance
Selumetinib,GCT_SOFT_TISSUE,Resistance
Selumetinib,GI1_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,GMS10_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,H4_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,HARA_LUNG,Resistance
Selumetinib,HCC1187_BREAST,Resistance
Selumetinib,HCC1395_BREAST,Resistance
Selumetinib,HCC15_LUNG,Resistance
Selumetinib,HCC1569_BREAST,Resistance
Selumetinib,HCC1806_BREAST,Resistance
Selumetinib,HCC1954_BREAST,Resistance
Selumetinib,HCC2935_LUNG,Resistance
Selumetinib,HCC4006_LUNG,Resistance
Selumetinib,HCC44_LUNG,Resistance
Selumetinib,HCC56_LARGE_INTESTINE,Sensitivity
Selumetinib,HCC70_BREAST,Resistance
Selumetinib,HCC78_LUNG,Resistance
Selumetinib,HCC827_LUNG,Resistance
Selumetinib,HCT116_LARGE_INTESTINE,Sensitivity
Selumetinib,HCT15_LARGE_INTESTINE,Resistance
Selumetinib,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,HDQP1_BREAST,Resistance
Selumetinib,HEC151_ENDOMETRIUM,Sensitivity
Selumetinib,HEC1A_ENDOMETRIUM,Resistance
Selumetinib,HEC1B_ENDOMETRIUM,Resistance
Selumetinib,HEC251_ENDOMETRIUM,Resistance
Selumetinib,HEC265_ENDOMETRIUM,Resistance
Selumetinib,HEC59_ENDOMETRIUM,Resistance
Selumetinib,HEC6_ENDOMETRIUM,Resistance
Selumetinib,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,HEP3B217_LIVER,Resistance
Selumetinib,HEPG2_LIVER,Sensitivity
Selumetinib,HEYA8_OVARY,Resistance
Selumetinib,HGC27_STOMACH,Resistance
Selumetinib,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,HLE_LIVER,Resistance
Selumetinib,HLF_LIVER,Resistance
Selumetinib,HMC18_BREAST,Sensitivity
Selumetinib,HMCB_SKIN,Resistance
Selumetinib,HOS_BONE,Resistance
Selumetinib,HPAC_PANCREAS,Resistance
Selumetinib,HPAFII_PANCREAS,Resistance
Selumetinib,HS229T_LUNG,Resistance
Selumetinib,HS294T_SKIN,Resistance
Selumetinib,HS578T_BREAST,Resistance
Selumetinib,HS683_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,HS695T_SKIN,Resistance
Selumetinib,HS729_SOFT_TISSUE,Resistance
Selumetinib,HS739T_BREAST,Resistance
Selumetinib,HS746T_STOMACH,Resistance
Selumetinib,HS766T_PANCREAS,Sensitivity
Selumetinib,HS840T_UPPER_AERODIGESTIVE_TRACT,Resistance
Selumetinib,HS852T_SKIN,Resistance
Selumetinib,HS895T_SKIN,Resistance
Selumetinib,HS936T_SKIN,Sensitivity
Selumetinib,HS939T_SKIN,Sensitivity
Selumetinib,HS944T_SKIN,Sensitivity
Selumetinib,HSC2_UPPER_AERODIGESTIVE_TRACT,Resistance
Selumetinib,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,HT1080_SOFT_TISSUE,Sensitivity
Selumetinib,HT1197_URINARY_TRACT,Resistance
Selumetinib,HT1376_URINARY_TRACT,Resistance
Selumetinib,HT144_SKIN,Sensitivity
Selumetinib,HT29_LARGE_INTESTINE,Sensitivity
Selumetinib,HUCCT1_BILIARY_TRACT,Resistance
Selumetinib,HUH1_LIVER,Resistance
Selumetinib,HUPT3_PANCREAS,Resistance
Selumetinib,HUPT4_PANCREAS,Sensitivity
Selumetinib,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,IALM_LUNG,Resistance
Selumetinib,IGR37_SKIN,Sensitivity
Selumetinib,IGR39_SKIN,Resistance
Selumetinib,IGROV1_OVARY,Resistance
Selumetinib,IM95_STOMACH,Sensitivity
Selumetinib,IMR32_AUTONOMIC_GANGLIA,Resistance
Selumetinib,IPC298_SKIN,Sensitivity
Selumetinib,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Resistance
Selumetinib,ISTMES1_PLEURA,Resistance
Selumetinib,ISTMES2_PLEURA,Resistance
Selumetinib,J82_URINARY_TRACT,Resistance
Selumetinib,JHH2_LIVER,Resistance
Selumetinib,JHH4_LIVER,Resistance
Selumetinib,JHH5_LIVER,Sensitivity
Selumetinib,JHH6_LIVER,Resistance
Selumetinib,JHH7_LIVER,Resistance
Selumetinib,JHOS2_OVARY,Resistance
Selumetinib,JHOS4_OVARY,Resistance
Selumetinib,JHUEM2_ENDOMETRIUM,Resistance
Selumetinib,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,JMSU1_URINARY_TRACT,Resistance
Selumetinib,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,K029AX_SKIN,Sensitivity
Selumetinib,KALS1_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KCIMOH1_PANCREAS,Resistance
Selumetinib,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,KE39_STOMACH,Resistance
Selumetinib,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KELLY_AUTONOMIC_GANGLIA,Resistance
Selumetinib,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KLE_ENDOMETRIUM,Resistance
Selumetinib,KMBC2_URINARY_TRACT,Resistance
Selumetinib,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KMRC1_KIDNEY,Resistance
Selumetinib,KMRC2_KIDNEY,Resistance
Selumetinib,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,KNS42_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,KNS60_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,KNS62_LUNG,Resistance
Selumetinib,KNS81_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,KP2_PANCREAS,Sensitivity
Selumetinib,KP3_PANCREAS,Resistance
Selumetinib,KP4_PANCREAS,Resistance
Selumetinib,KPNSI9S_AUTONOMIC_GANGLIA,Sensitivity
Selumetinib,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,KURAMOCHI_OVARY,Resistance
Selumetinib,KYM1_SOFT_TISSUE,Resistance
Selumetinib,KYSE140_OESOPHAGUS,Resistance
Selumetinib,KYSE150_OESOPHAGUS,Resistance
Selumetinib,KYSE180_OESOPHAGUS,Resistance
Selumetinib,KYSE30_OESOPHAGUS,Sensitivity
Selumetinib,KYSE410_OESOPHAGUS,Resistance
Selumetinib,KYSE450_OESOPHAGUS,Resistance
Selumetinib,KYSE510_OESOPHAGUS,Resistance
Selumetinib,KYSE520_OESOPHAGUS,Resistance
Selumetinib,KYSE70_OESOPHAGUS,Resistance
Selumetinib,L33_PANCREAS,Resistance
Selumetinib,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,LC1SQSF_LUNG,Resistance
Selumetinib,LCLC103H_LUNG,Resistance
Selumetinib,LN18_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,LN229_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,LOUNH91_LUNG,Resistance
Selumetinib,LOXIMVI_SKIN,Sensitivity
Selumetinib,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,LS123_LARGE_INTESTINE,Resistance
Selumetinib,LS411N_LARGE_INTESTINE,Sensitivity
Selumetinib,LS513_LARGE_INTESTINE,Sensitivity
Selumetinib,LU99_LUNG,Sensitivity
Selumetinib,LUDLU1_LUNG,Resistance
Selumetinib,MALME3M_SKIN,Sensitivity
Selumetinib,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MCAS_OVARY,Resistance
Selumetinib,MCF7_BREAST,Resistance
Selumetinib,MDAMB157_BREAST,Resistance
Selumetinib,MDAMB175VII_BREAST,Resistance
Selumetinib,MDAMB415_BREAST,Resistance
Selumetinib,MDAMB435S_SKIN,Sensitivity
Selumetinib,MDAMB436_BREAST,Resistance
Selumetinib,MDAMB453_BREAST,Resistance
Selumetinib,MDAMB468_BREAST,Resistance
Selumetinib,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MELHO_SKIN,Sensitivity
Selumetinib,MESSA_SOFT_TISSUE,Resistance
Selumetinib,MEWO_SKIN,Resistance
Selumetinib,MFE280_ENDOMETRIUM,Resistance
Selumetinib,MFE296_ENDOMETRIUM,Resistance
Selumetinib,MFE319_ENDOMETRIUM,Resistance
Selumetinib,MG63_BONE,Resistance
Selumetinib,MHHES1_BONE,Sensitivity
Selumetinib,MIAPACA2_PANCREAS,Sensitivity
Selumetinib,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MKN45_STOMACH,Sensitivity
Selumetinib,MKN7_STOMACH,Resistance
Selumetinib,MKN74_STOMACH,Resistance
Selumetinib,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,MORCPR_LUNG,Resistance
Selumetinib,MPP89_PLEURA,Resistance
Selumetinib,MSTO211H_PLEURA,Resistance
Selumetinib,NCIH1048_LUNG,Resistance
Selumetinib,NCIH1092_LUNG,Resistance
Selumetinib,NCIH1155_LUNG,Resistance
Selumetinib,NCIH1184_LUNG,Resistance
Selumetinib,NCIH1299_LUNG,Resistance
Selumetinib,NCIH1339_LUNG,Resistance
Selumetinib,NCIH1341_LUNG,Resistance
Selumetinib,NCIH1355_LUNG,Resistance
Selumetinib,NCIH1373_LUNG,Resistance
Selumetinib,NCIH1563_LUNG,Resistance
Selumetinib,NCIH1568_LUNG,Resistance
Selumetinib,NCIH1573_LUNG,Resistance
Selumetinib,NCIH1581_LUNG,Resistance
Selumetinib,NCIH1648_LUNG,Resistance
Selumetinib,NCIH1650_LUNG,Resistance
Selumetinib,NCIH1651_LUNG,Resistance
Selumetinib,NCIH1666_LUNG,Sensitivity
Selumetinib,NCIH1693_LUNG,Resistance
Selumetinib,NCIH1694_LUNG,Resistance
Selumetinib,NCIH1703_LUNG,Resistance
Selumetinib,NCIH1792_LUNG,Resistance
Selumetinib,NCIH1793_LUNG,Resistance
Selumetinib,NCIH1869_LUNG,Resistance
Selumetinib,NCIH1915_LUNG,Resistance
Selumetinib,NCIH1944_LUNG,Resistance
Selumetinib,NCIH1975_LUNG,Resistance
Selumetinib,NCIH2009_LUNG,Resistance
Selumetinib,NCIH2023_LUNG,Resistance
Selumetinib,NCIH2030_LUNG,Resistance
Selumetinib,NCIH2052_PLEURA,Resistance
Selumetinib,NCIH2085_LUNG,Resistance
Selumetinib,NCIH2087_LUNG,Sensitivity
Selumetinib,NCIH211_LUNG,Resistance
Selumetinib,NCIH2122_LUNG,Sensitivity
Selumetinib,NCIH2170_LUNG,Resistance
Selumetinib,NCIH2172_LUNG,Sensitivity
Selumetinib,NCIH2228_LUNG,Resistance
Selumetinib,NCIH226_LUNG,Resistance
Selumetinib,NCIH2286_LUNG,Resistance
Selumetinib,NCIH23_LUNG,Resistance
Selumetinib,NCIH2444_LUNG,Resistance
Selumetinib,NCIH2452_PLEURA,Resistance
Selumetinib,NCIH28_PLEURA,Resistance
Selumetinib,NCIH322_LUNG,Sensitivity
Selumetinib,NCIH3255_LUNG,Resistance
Selumetinib,NCIH358_LUNG,Resistance
Selumetinib,NCIH441_LUNG,Resistance
Selumetinib,NCIH460_LUNG,Resistance
Selumetinib,NCIH520_LUNG,Resistance
Selumetinib,NCIH522_LUNG,Resistance
Selumetinib,NCIH647_LUNG,Resistance
Selumetinib,NCIH650_LUNG,Resistance
Selumetinib,NCIH661_LUNG,Resistance
Selumetinib,NCIH727_LUNG,Sensitivity
Selumetinib,NCIH747_LARGE_INTESTINE,Sensitivity
Selumetinib,NCIH810_LUNG,Resistance
Selumetinib,NCIN87_STOMACH,Resistance
Selumetinib,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,NIHOVCAR3_OVARY,Resistance
Selumetinib,NUGC3_STOMACH,Resistance
Selumetinib,NUGC4_STOMACH,Sensitivity
Selumetinib,OC314_OVARY,Resistance
Selumetinib,OC315_OVARY,Resistance
Selumetinib,OC316_OVARY,Resistance
Selumetinib,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,OCUM1_STOMACH,Sensitivity
Selumetinib,OE33_OESOPHAGUS,Resistance
Selumetinib,ONCODG1_OVARY,Resistance
Selumetinib,ONS76_CENTRAL_NERVOUS_SYSTEM,Sensitivity
Selumetinib,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,OV90_OVARY,Sensitivity
Selumetinib,OVCAR4_OVARY,Resistance
Selumetinib,OVCAR8_OVARY,Resistance
Selumetinib,OVMANA_OVARY,Resistance
Selumetinib,OVSAHO_OVARY,Resistance
Selumetinib,OVTOKO_OVARY,Resistance
Selumetinib,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,PANC0203_PANCREAS,Sensitivity
Selumetinib,PANC0327_PANCREAS,Resistance
Selumetinib,PANC0403_PANCREAS,Resistance
Selumetinib,PANC1005_PANCREAS,Resistance
Selumetinib,PATU8902_PANCREAS,Resistance
Selumetinib,PC14_LUNG,Resistance
Selumetinib,PC3_PROSTATE,Resistance
Selumetinib,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,PK1_PANCREAS,Resistance
Selumetinib,PK45H_PANCREAS,Sensitivity
Selumetinib,PK59_PANCREAS,Resistance
Selumetinib,PL45_PANCREAS,Resistance
Selumetinib,PLCPRF5_LIVER,Resistance
Selumetinib,PSN1_PANCREAS,Sensitivity
Selumetinib,QGP1_PANCREAS,Sensitivity
Selumetinib,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,RD_SOFT_TISSUE,Sensitivity
Selumetinib,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,RERFGC1B_STOMACH,Resistance
Selumetinib,RERFLCAI_LUNG,Resistance
Selumetinib,RKO_LARGE_INTESTINE,Resistance
Selumetinib,RL952_ENDOMETRIUM,Resistance
Selumetinib,RPMI7951_SKIN,Resistance
Selumetinib,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,RT112_URINARY_TRACT,Resistance
Selumetinib,RT4_URINARY_TRACT,Resistance
Selumetinib,RVH421_SKIN,Sensitivity
Selumetinib,SAOS2_BONE,Resistance
Selumetinib,SBC5_LUNG,Resistance
Selumetinib,SCABER_URINARY_TRACT,Resistance
Selumetinib,SCC25_UPPER_AERODIGESTIVE_TRACT,Resistance
Selumetinib,SCC9_UPPER_AERODIGESTIVE_TRACT,Resistance
Selumetinib,SF126_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,SF295_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,SH10TC_STOMACH,Resistance
Selumetinib,SHP77_LUNG,Resistance
Selumetinib,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
Selumetinib,SIMA_AUTONOMIC_GANGLIA,Resistance
Selumetinib,SJRH30_SOFT_TISSUE,Resistance
Selumetinib,SJSA1_BONE,Resistance
Selumetinib,SKBR3_BREAST,Resistance
Selumetinib,SKCO1_LARGE_INTESTINE,Sensitivity
Selumetinib,SKES1_BONE,Resistance
Selumetinib,SKHEP1_LIVER,Resistance
Selumetinib,SKLMS1_SOFT_TISSUE,Resistance
Selumetinib,SKLU1_LUNG,Resistance
Selumetinib,SKMEL2_SKIN,Resistance
Selumetinib,SKMEL24_SKIN,Resistance
Selumetinib,SKMEL30_SKIN,Sensitivity
Selumetinib,SKMEL31_SKIN,Resistance
Selumetinib,SKMEL5_SKIN,Sensitivity
Selumetinib,SKMES1_LUNG,Resistance
Selumetinib,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SKNAS_AUTONOMIC_GANGLIA,Sensitivity
Selumetinib,SKNBE2_AUTONOMIC_GANGLIA,Resistance
Selumetinib,SKNDZ_AUTONOMIC_GANGLIA,Resistance
Selumetinib,SKNFI_AUTONOMIC_GANGLIA,Resistance
Selumetinib,SKNSH_AUTONOMIC_GANGLIA,Resistance
Selumetinib,SKOV3_OVARY,Resistance
Selumetinib,SNGM_ENDOMETRIUM,Resistance
Selumetinib,SNU1_STOMACH,Resistance
Selumetinib,SNU16_STOMACH,Resistance
Selumetinib,SNU182_LIVER,Resistance
Selumetinib,SNU387_LIVER,Resistance
Selumetinib,SNU398_LIVER,Resistance
Selumetinib,SNU423_LIVER,Resistance
Selumetinib,SNU449_LIVER,Resistance
Selumetinib,SNU475_LIVER,Resistance
Selumetinib,SNUC2A_LARGE_INTESTINE,Resistance
Selumetinib,SQ1_LUNG,Resistance
Selumetinib,SU8686_PANCREAS,Resistance
Selumetinib,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SUIT2_PANCREAS,Sensitivity
Selumetinib,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,SW1088_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,SW1271_LUNG,Resistance
Selumetinib,SW1353_BONE,Resistance
Selumetinib,SW1417_LARGE_INTESTINE,Sensitivity
Selumetinib,SW1573_LUNG,Resistance
Selumetinib,SW1990_PANCREAS,Resistance
Selumetinib,SW403_LARGE_INTESTINE,Sensitivity
Selumetinib,SW48_LARGE_INTESTINE,Sensitivity
Selumetinib,SW480_LARGE_INTESTINE,Resistance
Selumetinib,SW579_THYROID,Resistance
Selumetinib,SW620_LARGE_INTESTINE,Sensitivity
Selumetinib,SW780_URINARY_TRACT,Resistance
Selumetinib,SW900_LUNG,Resistance
Selumetinib,T24_URINARY_TRACT,Resistance
Selumetinib,T3M10_LUNG,Resistance
Selumetinib,T47D_BREAST,Resistance
Selumetinib,T84_LARGE_INTESTINE,Resistance
Selumetinib,T98G_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,TC71_BONE,Resistance
Selumetinib,TCCSUP_URINARY_TRACT,Resistance
Selumetinib,TE1_OESOPHAGUS,Resistance
Selumetinib,TE11_OESOPHAGUS,Resistance
Selumetinib,TE15_OESOPHAGUS,Sensitivity
Selumetinib,TE5_OESOPHAGUS,Resistance
Selumetinib,TE617T_SOFT_TISSUE,Sensitivity
Selumetinib,TE9_OESOPHAGUS,Resistance
Selumetinib,TEN_ENDOMETRIUM,Resistance
Selumetinib,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,TOV112D_OVARY,Resistance
Selumetinib,TOV21G_OVARY,Resistance
Selumetinib,TT2609C02_THYROID,Sensitivity
Selumetinib,TYKNU_OVARY,Resistance
Selumetinib,U118MG_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,U2OS_BONE,Resistance
Selumetinib,U87MG_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
Selumetinib,UACC257_SKIN,Sensitivity
Selumetinib,UACC62_SKIN,Sensitivity
Selumetinib,UACC812_BREAST,Resistance
Selumetinib,UMUC3_URINARY_TRACT,Resistance
Selumetinib,VMRCLCD_LUNG,Resistance
Selumetinib,VMRCRCW_KIDNEY,Resistance
Selumetinib,VMRCRCZ_KIDNEY,Resistance
Selumetinib,WM115_SKIN,Resistance
Selumetinib,WM1799_SKIN,Sensitivity
Selumetinib,WM2664_SKIN,Sensitivity
Selumetinib,WM793_SKIN,Resistance
Selumetinib,WM88_SKIN,Sensitivity
Selumetinib,WM983B_SKIN,Sensitivity
Selumetinib,YKG1_CENTRAL_NERVOUS_SYSTEM,Resistance
Selumetinib,ZR751_BREAST,Resistance
Selumetinib,ZR7530_BREAST,Resistance
PLX-4720,1321N1_CENTRAL_NERVOUS_SYSTEM,Resistance
PLX-4720,22RV1_PROSTATE,Resistance
PLX-4720,42MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance
PLX-4720,5637_URINARY_TRACT,Resistance
PLX-4720,639V_URINARY_TRACT,Resistance
PLX-4720,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity
PLX-4720,769P_KIDNEY,Resistance
PLX-4720,8305C_THYROID,Resistance
PLX-4720,8505C_THYROID,Resistance
PLX-4720,8MGBA_CENTRAL_NERVOUS_SYSTEM,Resistance
PLX-4720,A172_CENTRAL_NERVOUS_SYSTEM,Resistance
PLX-4720,A204_SOFT_TISSUE,Resistance
PLX-4720,A2058_SKIN,Resistance
PLX-4720,A253_SALIVARY_GLAND,Resistance
PLX-4720,A2780_OVARY,Resistance
PLX-4720,A375_SKIN,Sensitivity
PLX-4720,A549_LUNG,Resistance
PLX-4720,A673_BONE,Resistance
PLX-4720,ACHN_KIDNEY,Resistance
PLX-4720,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,AN3CA_ENDOMETRIUM,Resistance
PLX-4720,ASPC1_PANCREAS,Resistance
PLX-4720,AU565_BREAST,Resistance
PLX-4720,AZ521_STOMACH,Resistance
PLX-4720,BCPAP_THYROID,Resistance
PLX-4720,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,BFTC909_KIDNEY,Resistance
PLX-4720,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,BT20_BREAST,Resistance
PLX-4720,BT474_BREAST,Resistance
PLX-4720,BT549_BREAST,Resistance
PLX-4720,BXPC3_PANCREAS,Resistance
PLX-4720,C2BBE1_LARGE_INTESTINE,Resistance
PLX-4720,C32_SKIN,Sensitivity
PLX-4720,C3A_LIVER,Resistance
PLX-4720,CAKI2_KIDNEY,Resistance
PLX-4720,CAL12T_LUNG,Resistance
PLX-4720,CAL27_UPPER_AERODIGESTIVE_TRACT,Resistance
PLX-4720,CAL78_BONE,Resistance
PLX-4720,CAL851_BREAST,Resistance
PLX-4720,CALU1_LUNG,Resistance
PLX-4720,CALU3_LUNG,Resistance
PLX-4720,CALU6_LUNG,Sensitivity
PLX-4720,CAMA1_BREAST,Resistance
PLX-4720,CAPAN2_PANCREAS,Resistance
PLX-4720,CAS1_CENTRAL_NERVOUS_SYSTEM,Resistance
PLX-4720,CCK81_LARGE_INTESTINE,Resistance
PLX-4720,CHL1_SKIN,Resistance
PLX-4720,CHP212_AUTONOMIC_GANGLIA,Resistance
PLX-4720,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance
PLX-4720,COLO201_LARGE_INTESTINE,Sensitivity
